Samples,Assignments,Mean_Error_PPM,StDev_Error_PPM,CHON_ct,CHO_ct,DBE_Mean,AI_Mean,AImod_Mean,NOSC_Mean,NOSC_StDev,NOSC_median,OC_Mean,OC_StDev,OC_median,HC_Mean,HC_StDev,HC_median,C_mean,GFE_Mean,Lignin_ct,ConHC_ct,Lipid_ct,UnsatHC_ct,Protein_ct,AminoSugar_ct,Carb_ct,Tannin_ct,Other_ct,Lignin,ConHC,Lipid,UnsatHC,Protein,AminoSugar,Carb,Tannin,Other,CHO,CHON,Site,Depth,Sample_ID,biome_name,latitude,longitude,mean_GWC,K_mg_per_kg,SO4.S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,Ca_Meq_per_100_g,Mg_Meq_per_100_g,Na_Meq_per_100_g,Total_Bases_Meq_per_100_g,CEC_Meq_per_100_g,TKN_pct,Total_Sulfur_pct,Total_Nitrogen_pct,Total_Carbon_pct,C_to_N_ratio,NO3.N_mg_per_g_of_soil_mean,NH4.N_mg_per_g_of_soil_mean,NO3.N_mg_per_g_of_soil_median,NH4.N_mg_per_g_of_soil_median,NO3.N_mg_per_g_of_soil_standard_deviation,NH4.N_mg_per_g_of_soil_standard_deviation,NO3.N_mg_per_g_of_soil_standard_error,NH4.N_mg_per_g_of_soil_standard_error,P_Bicarb_mg_per_g_of_soil_mean,P_Bicarb_mg_per_g_of_soil_median,P_Bicarb_mg_per_g_of_soil_standard_deviation,P_Bicarb_mg_per_g_of_soil_standard_error,pH,P_Extract,B.glucosidase_ug_pNP_per_g_per_hour,B.glucosidase_activity_nmol_B.gluc_per_g_soil_per_hour,Respiration_96_h_ug_CO2.C_per_g_soil_per_day,Respiration_24_h_ug_CO2.C_per_g_soil_per_day,Sand_pct,Silt_pct,Clay_pct,WEOC_mean,WETN_mean,WEOC_sd,WETN_sd,WEOC_se,WETN_se,salt_C_mean,salt_N_mean,MBC_mean,MBN_mean,salt_C_sd,salt_N_sd,MBC_sd,MBN_sd,salt_C_se,salt_N_se,MBC_se,MBN_se,ROI.volume.xyz,Voxel.size,connected.pores,pore.size.distribution_0.0.1mm,pore.size.distribution_0.1.0.2mm,pore.size.distribution_0.2.0.3mm,pore.size.distribution_0.3.0.4mm,pore.size.distribution_0.4.0.5mm,pore.size.distribution_0.5.0.75mm,pore.size.distribution_0.75.1mm,pore.size.distribution_1.0.5.0mm,pore.size.distribution_5.0.10.0mm,pore.size.distribution_10.0.25.0mm,pore.size.distribution_25.0.50.0mm,pore.size.distribution_.50.0mm,pore.size.min,pore.size.max,pore.size.mean,pore.size.median,pore.size.variance,pore.volume.mean,pore.volume.fraction,wet.bulk.density,pnm.abs.permeability_x,pnm.total.flow.rate_x,pnm.tortuosity_x,pnm.abs.permeability_y,pnm.total.flow.rate_y,pnm.tortuosity_y,pnm.abs.permeability_z,pnm.total.flow.rate_z,pnm.tortuosity_z,BiomeType
GRSM_BTM,5081,0.052465808,0.04759,2004,3077,9.839401693,0.107535997,0.263768134,-0.11435663,0.507746826,-0.090909091,0.510879172,0.14404645,0.5,1.217765834,0.352191613,1.2,21.5760677,63.55916396,2725,610,141,5,679,216,116,585,4,0.53631175,0.120055107,0.027750443,0.000984058,0.133635111,0.042511317,0.022830152,0.115134816,0.000787247,0.605589451,0.394410549,GRSM,BTM,1000S_GRSM,Temperate Broadleaf & Mixed Forests,35.689102,-85.502462,1.222,239,6,0.21,0.9,8.3,0.7,48,3.83,0.48,0.09,5.01,10.58,0.107,84.73,0.107,1.642,15.346,0.0006,0.0021,0.0007,0.0022,0.03,0.06,0.03,0.03,0.004,0.0043,0.15,0.09,5.89,,3.8,,,27.8,43,27.8,29.2,0.048497136,0.002715391,0.00441721,0.000356827,5.258614573,7.586896225,0.220086313,0.007969919,0.071461687,0.010607869,0.011996247,0.001048824,0.032265039,0.004458387,0.006926037,0.000605539,0.018628229,0.002574051,,0.0381,94.505,632826,121076,22415,6509,2361,1542,271,117,0,0,1,0,0.047327,32.78103,0.080475,0.059617,0.005105,0.024671,14.07,2.25,823.1779,11882.13,1.69,374.9305,6622.095,1.71,75.718,760.3099,1.79,Temp_Forests
GRSM_TOP,4662,0.04396457,0.037591538,1924,2738,9.507722008,0.116144337,0.295601569,-0.046824499,0.59797925,0,0.516653884,0.164229548,0.517241379,1.17855553,0.394679623,1.157894737,19.81896182,61.63449823,2004,889,160,61,688,179,110,564,7,0.42985843,0.190690691,0.034320034,0.013084513,0.147576148,0.038395538,0.023595024,0.120978121,0.001501502,0.587301587,0.412698413,GRSM,TOP,1000S_GRSM,Temperate Broadleaf & Mixed Forests,35.689102,-85.502462,1.349,205,10,0.31,11,31.4,3.4,84,6.7,0.71,0.06,8,17.34,0.37,289.86,0.37,4.765,12.878,0.0024,0.0059,0.0024,0.0061,0.06,0.06,0.06,0.03,0.0305,0.0302,0.15,0.09,6.21,,68.2,,,133.2,55,31.8,13.3,0.14663876,0.035878578,0.007072469,0.00296728,2.784592679,4.774882334,0.057780321,0.018569891,0.304529618,0.066655802,0.001727546,0.000458692,0.150970561,0.021495991,0.000997399,0.000264826,0.087162894,0.012410716,,0.0381,98.338,554212,71214,10052,2431,902,530,73,34,0,0,1,0,0.047327,37.04892,0.071063,0.057362,0.00423,0.042221,20.277,1.99,1368.771,18749.84,1.66,2454.973,4405.47,1.68,608.3495,6030.807,1.8,Temp_Forests
ISCC_BTM,8927,0.062853283,0.055403195,4669,4258,12.56547552,0.182748445,0.381118036,0.173533332,0.580902169,0.222222222,0.539258725,0.157792603,0.533333333,1.019177516,0.401251658,1,22.1954744,55.35430003,3526,2973,163,13,721,247,164,1100,20,0.394981517,0.333034614,0.018259214,0.001456256,0.080766215,0.02766887,0.018371233,0.123221687,0.002240394,0.476979948,0.523020052,ISCC,BTM,1000S_ISCC,"Temperate Grasslands, Savannas & Shrublands",41.3689584,-91.6066851,1.178,,,,,,,,,,,,,,,,,,0.002,0.0025,0.0021,0.0025,0.03,0.1,0.03,0.06,0.006,0.0058,0.06,0.03,6.44,,21.2,,,43.4,17,43.9,39.2,0.066930013,0.007852356,0.005736114,0.00153994,4.948074634,11.32252475,0.012559018,0.002880051,0.005037531,0.001218072,0.003252834,0.001578328,0.00270888,0.000383046,0.001878025,0.000911248,0.001563973,0.000221152,,0.381,95.31,468152,75180,17868,6067,2475,1702,302,85,0,0,1,0,0.047327,33.10659,0.080374,0.059616,0.006451,0.03747,14.36,2.27,6229.246,89670.56,1.62,7407.188,129343.2,1.56,575.5911,5843.913,1.63,Temp_Grasslands
ISCC_TOP,9755,0.063932294,0.056339664,5166,4589,12.47514095,0.185844803,0.37307263,0.164890486,0.591465191,0.210526316,0.539910147,0.162648763,0.53125,1.030768668,0.400619554,1,22.35407483,55.60062114,3916,3106,192,0,804,292,194,1220,31,0.401435161,0.31840082,0.019682214,0,0.082419272,0.029933368,0.019887237,0.12506407,0.003177858,0.470425423,0.529574577,ISCC,TOP,1000S_ISCC,"Temperate Grasslands, Savannas & Shrublands",41.3689584,-91.6066851,1.14,,,,,,,,,,,,,,,,,,0.0059,0.003,0.0058,0.0027,0.03,0.12,0.03,0.07,0.025,0.0231,0.59,0.34,6.84,,53.8,,,72.6,17.1,43.8,39.2,0.077751702,0.012247982,0.002594938,0.000285047,1.926887876,1.343665439,0.014447716,0.003777724,0.039614512,0.007246698,0.009203761,0.001019252,0.036657415,0.007010078,0.005313794,0.000588465,0.021164169,0.00404727,,0.381,98.42,391838,70098,15901,4866,1808,1026,163,38,0,0,1,0,0.047327,42.53294,0.081009,0.059624,0.007679,0.084099,29.5,2.24,8468.665,122501.7,1.57,9253.682,161522,1.6,3461.94,35029.33,1.67,Temp_Grasslands
ISNC_BTM,7687,0.053172582,0.046621094,4009,3678,11.49577208,0.199241425,0.37835147,0.164749326,0.613733259,0.230769231,0.539169821,0.167984328,0.533333333,1.037285334,0.424067653,1,20.40080656,55.60464422,2792,2552,180,11,723,256,176,968,29,0.363210615,0.331989072,0.023416157,0.001430987,0.094054898,0.033302979,0.022895798,0.12592689,0.003772603,0.478470144,0.521529856,ISNC,BTM,1000S_ISNC,"Temperate Grasslands, Savannas & Shrublands",41.3690394,-91.6065423,1.155,,,,,,,,,,,,,,,,,,0.0014,0.0025,0.0014,0.0024,0.06,0.06,0.06,0.03,0.001,0.0008,0.06,0.03,7.04,,17.5,,,46.3,15,46,39,0.070340614,0.006269902,0.006708454,0.000621095,5.506246767,5.719221446,-0.002973873,0.002193478,0.037964155,0.005239988,0.006730668,0.000684516,0.011528655,0.001653749,0.003885953,0.000395206,0.006656072,0.000954792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temp_Grasslands
ISNC_TOP,6333,0.0480701,0.041298777,3181,3152,11.06079267,0.168470318,0.370615957,0.175108705,0.601609591,0.24,0.548730193,0.158504504,0.541666667,1.042778764,0.406758838,1,19.81572714,55.30940191,2444,1969,124,0,577,215,127,859,18,0.385915048,0.310911101,0.019579978,0,0.091110058,0.033949155,0.020053687,0.135638718,0.002842255,0.497710406,0.502289594,ISNC,TOP,1000S_ISNC,"Temperate Grasslands, Savannas & Shrublands",41.3690394,-91.6065423,1.131,,,,,,,,,,,,,,,,,,0.0024,0.0024,0.0024,0.0024,0,0,0,0,0.0156,0.015,0.12,0.07,6.95,,39.1,,,116.9,14.9,50,35.2,0.071283412,0.007135139,0.003603068,0.000772705,2.91825548,6.252454701,0.005826334,0.001059958,0.038813333,0.005020359,0.004143089,0.000376778,0.022063523,0.002126184,0.002392014,0.000217533,0.012738381,0.001227553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temp_Grasslands
JERC_BTM,2467,0.03849265,0.034635889,910,1557,6.520470207,0.102346688,0.188412828,-0.362517545,0.517560713,-0.363636364,0.475445338,0.165135867,0.461538462,1.400159724,0.34349908,1.407407407,17.74584516,70.63175004,1104,108,157,22,594,174,107,196,5,0.447507094,0.043777868,0.063640049,0.008917714,0.240778273,0.070531009,0.043372517,0.079448723,0.002026753,0.631130928,0.368869072,JERC,BTM,1000S_JERC,Temperate Conifer Forests,31.197778,-84.463889,1.028,48,7,0.13,0.1,13.4,0.1,12,0.47,0.15,0.07,0.81,3.18,0.053,51.19,0.053,0.444,8.377,0.0008,0.0014,0.0006,0.0015,0.12,0.06,0.12,0.03,0.0007,0.0007,0,0,5.97,,,,,9.2,77,12,11.1,0.038355364,0.003253761,0.038649628,0.003645589,58.17797125,64.68764993,0.04860366,0.005425106,0.03278527,0.006060255,0.003698261,0.000675818,0.000673606,0.000326515,0.002135192,0.000390184,0.000388907,0.000188514,,0.0381,79.26,893430,130672,17309,4389,1484,977,218,94,0,0,1,0,0.047327,26.64798,0.071992,0.059621,0.002388,0.003543,9,2.14,42.27161,608.3159,1.64,40.79063,713.7915,1.72,21.79601,219.413,1.75,Temp_Conif_Forests
JERC_TOP,5190,0.045009942,0.038723263,2021,3169,9.608092486,0.150119648,0.303671704,-0.038287346,0.602989782,0,0.518840984,0.172970765,0.5,1.167263883,0.404367059,1.145502646,19.74585742,61.39118936,2202,1051,187,45,704,213,127,647,14,0.424277457,0.202504817,0.036030829,0.00867052,0.135645472,0.041040462,0.024470135,0.124662813,0.002697495,0.610597303,0.389402697,JERC,TOP,1000S_JERC,Temperate Conifer Forests,31.197778,-84.463889,1.031,66,4,0.15,0.2,25.7,0.1,14,1.93,0.55,0.08,2.73,5.49,0.104,72.87,0.104,1.8,17.308,0.0006,0.0019,0.0006,0.0019,0,0,0,0,0.0029,0.0029,0,0,6.29,,5.9,,,48.8,75,14.1,11,0.060156133,0.005467273,0.037386385,0.003680493,35.88169355,38.86642396,0.092367283,0.007373084,0.081142209,0.015329274,0.002612966,0.000262858,0.020140782,0.000721642,0.001508597,0.000151761,0.011628286,0.00041664,,0.381,88.52,812033,187792,33374,9123,3245,2340,448,218,0,0,1,0,0.047327,30.9782,0.085236,0.065423,0.004787,0.013557,12.66,1.8,460.691,6641.728,1.65,402.4515,7045.887,1.68,9.0054,91.5131,1.92,Temp_Conif_Forests
JORN_BTM,1618,0.035536737,0.029899428,404,1214,7.124845488,0.083189093,0.222589171,-0.238863665,0.556242346,-0.222222222,0.515307998,0.155220031,0.525062657,1.326584757,0.387007653,1.333333333,17.25092707,67.10761445,664,153,98,0,333,131,70,166,3,0.410383189,0.094561187,0.060568603,0,0.205809642,0.080964153,0.043263288,0.102595797,0.001854141,0.750309023,0.249690977,JORN,BTM,1000S_JORN,Deserts & Xeric Shrublands,32.59092,-106.84286,1.051,,,,,,,,,,,,,,,,,,0.0013,0.0015,0.0013,0.0016,0.06,0.06,0.06,0.03,0.0007,0.0007,0,0,7.8,,6.6,,,8.9,78.9,6.1,15.1,0.019956796,0.002449919,0.001580611,0.000145074,4.57270987,3.418834056,0.011345561,0.002332805,0.062386916,0.003192499,0.001484188,0.000210705,0.036028297,0.000163356,0.000856896,0.000121651,0.020800947,9.43E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
JORN_TOP,3640,0.036500125,0.030035765,1633,2007,8.149450549,0.138340846,0.288326073,-0.069480352,0.620849534,0,0.51713288,0.158164931,0.52,1.217096281,0.425182202,1.212406015,17.53461538,62.28019002,1457,704,163,2,586,212,122,387,7,0.400274725,0.193406593,0.04478022,0.000549451,0.160989011,0.058241758,0.033516484,0.106318681,0.001923077,0.551373626,0.448626374,JORN,TOP,1000S_JORN,Deserts & Xeric Shrublands,32.59092,-106.84286,1.034,,,,,,,,,,,,,,,,,,0.0018,0.0018,0.0016,0.0019,0.07,0.06,0.07,0.03,0.0014,0.0014,0,0,8.52,,19.7,,,9.6,79,7.9,13.1,0.014958388,0.002542277,0.001823461,0.000453791,7.038027555,10.30556838,0.08264809,0.003268312,0.041513855,0.005503006,0.130937307,0.000918243,0.005982606,0.00106389,0.07559669,0.000530148,0.003454059,0.000614237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
KONA_BTM,1822,0.033230032,0.026401585,623,1199,8.178375412,0.070581878,0.274403418,-0.087331554,0.528004833,0,0.523886367,0.13540774,0.526315789,1.217058507,0.348300527,1.181818182,17.42316136,62.78894929,996,192,59,1,226,99,47,199,3,0.546652031,0.105378705,0.032381998,0.000548847,0.124039517,0.054335895,0.025795829,0.109220637,0.001646542,0.658068057,0.341931943,KONA,BTM,1000S_KONA,"Temperate Grasslands, Savannas & Shrublands",39.11012,-96.61216,1.234,294,10,0.37,0.9,17.6,2.6,65,15.03,3.2,0.2,19.18,53.39,0.148,159.07,0.148,1.683,11.372,0.0137,0.0015,0.0137,0.0015,0,0,0,0,0.0046,0.0026,0.4,0.23,5.43,,13.5,,,31.3,16.9,40,43.1,0.032532971,0.02104954,0.000430354,0.00085125,0.763733325,2.33482186,0.021430307,0.02090828,0.034244008,0.005859966,0.000790248,0.000561755,0.017400934,0.000479141,0.00045625,0.000324329,0.010046434,0.000276632,,0.0381,97.44,233518,35187,8474,3199,1290,1002,259,111,0,0,1,0,0.047327,36.29451,0.080792,0.059458,0.010061,0.090658,18.51,2.36,402124.2,5805142,1.49,573447.7,10009601,1.43,1.184,11.904,1.43,Temp_Grasslands
KONA_TOP,3826,0.0396294,0.032417958,1835,1991,10.04286461,0.111844728,0.346213872,0.154130326,0.568066899,0.2,0.55391173,0.144354928,0.55,1.074448244,0.352639906,1.041666667,18.60611605,55.9072857,1803,902,65,0,291,121,59,578,7,0.471249347,0.235755358,0.016989022,0,0.076058547,0.031625719,0.015420805,0.151071615,0.001829587,0.520386827,0.479613173,KONA,TOP,1000S_KONA,"Temperate Grasslands, Savannas & Shrublands",39.11012,-96.61216,1.248,409,12,0.32,1.4,52.4,3.3,82,11.64,2.32,0.17,15.18,19.36,0.188,197.28,0.188,2.061,10.963,0.02,0.0031,0.0198,0.003,0.2,0.06,0.2,0.03,0.0166,0.0166,0,0,5.04,,36.2,,,80.9,21,42,37.1,0.050158465,0.02514645,0.00729321,0.004941061,8.39486734,11.34443613,0.03219886,0.031560938,0.065743274,0.016972557,0.002175831,0.000730785,0.029663639,0.005938448,0.001256217,0.000421919,0.01712631,0.003428565,,0.0381,81,620744,47784,12469,4778,2027,1578,379,207,0,1,0,0,0.047327,20.55688,0.069131,0.055175,0.004261,0.008078,4.05,2.43,2314.401,20805.95,1.56,1874.799,20455.75,1.47,0.17044,2.74424,1.19,Temp_Grasslands
KONZ_BTM,3253,0.045711202,0.038627325,935,2318,10.28681217,0.101599793,0.305555435,-0.035505632,0.538259633,0,0.527021267,0.140912703,0.529411765,1.151564659,0.374093313,1.105263158,20.56286505,61.31191051,1605,592,89,15,384,134,61,371,2,0.493390716,0.181985859,0.027359361,0.004611128,0.118044882,0.041192745,0.018751921,0.114048571,0.000614817,0.71257301,0.28742699,KONZ,BTM,1000S_KONZ,"Temperate Grasslands, Savannas & Shrublands",39.10091,-96.56277,1.312,500,12,0.29,0.4,9.5,1.2,37,14.79,4.1,0.14,20.31,34.76,0.184,202.66,0.184,2.053,11.158,0.0012,0.0022,0.0012,0.0024,0.06,0.06,0.06,0.03,0.0009,0.0009,0,0,6.08,,16,,,74.9,18.8,36.1,45.1,6.077066667,0.008686811,0.020913247,0.001204556,0.198685805,8.00582379,0.110390504,0.009631473,0.091530872,0.009387355,0.003466466,0.000898909,0.040768531,0.001493894,0.002001365,0.000518985,0.023537722,0.0008625,,0.0381,82.143,907759,104294,24119,7398,2779,1766,330,128,0,1,0,0,0.047327,24.84024,0.074532,0.056919,0.003908,0.006737,6.96,2.23,19.90565,289.5883,1.84,32.126,566.3879,1.81,110.2263,1107.375,1.64,Temp_Grasslands
KONZ_TOP,5138,0.049287829,0.043222302,1966,3172,10.947645,0.136273077,0.343080624,0.059752164,0.57863679,0.140394089,0.531732051,0.153455106,0.533333333,1.090119698,0.394191865,1.044466403,20.68275594,58.59706333,2170,1353,129,27,576,173,92,612,6,0.422343324,0.263332036,0.025107046,0.005254963,0.112105878,0.033670689,0.0179058,0.119112495,0.00116777,0.617360841,0.382639159,KONZ,TOP,1000S_KONZ,"Temperate Grasslands, Savannas & Shrublands",39.10091,-96.56277,1.409,592,11,0.46,4.5,24.5,0.9,55,15.73,3.42,0.09,20.76,26,0.396,280.41,0.396,4.774,12.056,0.001,0.0033,0.0013,0.0034,0.07,0.15,0.07,0.09,0.0056,0.0059,0.06,0.03,6.41,,50.1,,,361.2,18.9,48,33.1,0.248625588,0.022739676,0.003800898,0.000488782,0.88263231,1.240995367,0.064725813,0.007675192,0.078572223,0.018318913,0.011260023,0.002019211,0.017383024,0.002809663,0.006500977,0.001165792,0.010036093,0.00162216,,0.0381,94.659,536203,140109,27218,7267,2404,1367,213,66,0,0,1,0,0.047327,32.94502,0.087351,0.068236,0.005595,0.027538,14.493,1.94,1034.758,14818.11,1.71,1059.404,18579.51,1.72,262.8807,2626.853,1.75,Temp_Grasslands
LENO_BTM,3102,0.042822268,0.036432324,1222,1880,7.616054159,0.087776221,0.19367102,-0.267527247,0.491143919,-0.25,0.501792793,0.147626705,0.5,1.358308541,0.332797315,1.333333333,19.36943907,67.92452654,1600,98,135,3,626,221,132,285,2,0.51579626,0.031592521,0.043520309,0.000967118,0.201805287,0.071244358,0.042553191,0.091876209,0.000644745,0.606060606,0.393939394,LENO,BTM,1000S_LENO,Temperate Broadleaf & Mixed Forests,31.854,-88.161,1.249,104,10,0.29,1.3,28.8,1.2,82,8.55,0.76,0.11,9.69,16.15,0.121,86.41,0.121,0.689,5.694,0.0009,0.0019,0.0007,0.0019,0.03,0,0.03,0,0.0055,0.0052,0.06,0.03,5.22,,5,,,21.9,30.9,34.1,35.1,0.028924615,0.001982609,0.000460515,0.000475533,0.919212386,13.84786435,0.048377873,0.005542032,0.127299263,0.007305588,0.004043042,0.000445926,0.019428025,0.000843908,0.002334251,0.000257455,0.011216775,0.000487231,,0.0381,77.92,994023,43499,7208,2108,853,709,123,50,0,1,0,0,0.047327,24.62544,0.06243,0.047327,0.001138,0.001714,7.25,2.39,2118.684,30616.64,1.47,22.4094,390.4227,1.8,17.96087,181.559,1.74,Temp_Forests
LENO_TOP,3762,0.0448554,0.038399293,1272,2490,9.808878256,0.098321422,0.291524813,-0.01212324,0.547618084,0,0.534751509,0.161874959,0.533333333,1.161730146,0.348444483,1.133333333,20.05209995,60.64551234,1887,560,84,46,414,139,59,567,6,0.501594896,0.148856991,0.022328549,0.012227539,0.110047847,0.036948432,0.015683147,0.150717703,0.001594896,0.661881978,0.338118022,LENO,TOP,1000S_LENO,Temperate Broadleaf & Mixed Forests,31.854,-88.161,1.341,169,7,0.38,4.2,35.4,0.8,105,9.91,1.86,0.1,12.3,16.01,0.227,157.1,0.227,2.089,9.203,0.0009,0.0062,0.0008,0.006,0.03,0.06,0.03,0.03,0.0066,0.0066,0,0,5.91,,26.3,,,90,44.8,28.1,27.1,0.137117976,0.021018023,0.059792602,0.008902368,25.17633075,24.45417834,0.026280959,0.010395934,0.142029457,0.032624908,0.00413907,0.001008548,0.044132918,0.000702889,0.002389693,0.000582286,0.025480152,0.000405813,,0.0381,77.61,947142,79384,14181,4510,1684,1272,268,132,0,1,0,0,0.047327,24.6899,0.066769,0.048579,0.002577,0.004062,7.92,2.27,24.62205,391.4059,1.83,274.5545,4355.84,1.59,12.86911,120.3168,1.8,Temp_Forests
MLBS_BTM,7289,0.058553352,0.052633073,2839,4450,11.44779805,0.150196184,0.329688896,0.06796263,0.579993336,0.125,0.542106472,0.171114737,0.535714286,1.097758947,0.392401786,1.058823529,21.91096172,58.36306504,3093,1760,187,41,694,245,159,1073,37,0.424338044,0.241459734,0.025655097,0.005624914,0.095211963,0.033612292,0.021813692,0.147208122,0.005076142,0.610508986,0.389491014,MLBS,BTM,1000S_MLBS,Temperate Broadleaf & Mixed Forests,37.3779,-80.52435,1.309,43,5,0.55,1.2,0.5,0.8,153,0.44,0.16,0.09,0.8,25.08,0.101,55.74,0.101,1.358,13.446,0.0011,0.0016,0.0012,0.0016,0.03,0,0.03,0,0.0037,0.0037,0,0,4.41,,11.3,,,22.9,76.8,2.1,21.1,0.043351668,0.003001678,0.028911308,0.00060401,38.50359674,11.61768742,0.077028079,0.005810148,0.09573779,0.010949384,0.001479412,0.000204839,0.034490826,0.000737676,0.000854139,0.000118264,0.019913288,0.000425898,,0.0381,85.53,991905,51618,3752,775,270,187,49,17,0,1,0,0,0.047327,23.4651,0.060671,0.047327,0.000814,0.001702,5.7,2.21,824.0047,11909.33,1.62,1476.575,25675.45,1.57,85.68858,865.0224,1.89,Temp_Forests
MLBS_TOP,3023,0.047601318,0.043344054,663,2360,10.70592127,0.112287279,0.337040487,0.055159972,0.563783113,0.111111111,0.545055747,0.166655208,0.555555556,1.087237,0.360914928,1.068965517,20.35296064,58.72794079,1384,693,37,57,271,106,37,429,9,0.457823354,0.229242474,0.012239497,0.018855442,0.089646047,0.035064505,0.012239497,0.141912008,0.002977175,0.780681442,0.219318558,MLBS,TOP,1000S_MLBS,Temperate Broadleaf & Mixed Forests,37.3779,-80.52435,1.548,76,18,0.66,2.8,2.2,0.4,299,0.69,0.37,0.09,1.34,8.55,0.413,243.13,0.413,7.272,17.608,0.0011,0.0057,0.0009,0.0056,0.03,0.06,0.03,0.03,0.0076,0.0076,0,0,3.89,,19.3,,,31.3,66.8,18.2,15.1,0.097663366,0.006399516,0.084898751,0.005540511,50.18905071,49.98527801,0.061658516,0.016042248,0.328958386,0.08456184,0.00077087,0.001100568,0.024258591,0.004032198,0.000445062,0.000635413,0.014005704,0.00232799,,0.0381,62.66,981623,55649,6907,2387,980,769,169,89,0,1,0,0,0.047327,19.47246,0.064348,0.047327,0.002145,0.002085,4.48,2.2,286.2818,4165.752,1.5,2976.069,51560.18,1.26,0.30463,3.05096,1.94,Temp_Forests
MOAB_BTM,1766,0.032480344,0.026822671,478,1288,6.868629672,0.084824423,0.230551198,-0.238561108,0.573091129,-0.235294118,0.508503157,0.151081518,0.5,1.316498618,0.386430067,1.361818182,16.8380521,67.09899159,713,195,103,0,395,133,59,165,3,0.403737259,0.110419026,0.058323896,0,0.223669309,0.075311438,0.033408834,0.093431484,0.001698754,0.729331823,0.270668177,MOAB,BTM,1000S_MOAB,Deserts & Xeric Shrublands,38.24742,-109.3883,1.008,,,,,,,,,,,,,,,,,,0.001,0.0022,0.0009,0.0021,0.03,0.06,0.03,0.03,0.0022,0.002,0.06,0.03,8.54,,24.9,,,11,70.8,14.1,15.2,0.02750547,0.003167432,0.002045289,0.000383746,4.293139267,6.994812347,0.041730927,0.006540065,0.075551083,0.010300637,0.003455334,0.00012782,0.008447024,0.001146855,0.001994938,7.38E-05,0.004876892,0.000662137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
MOAB_TOP,2335,0.03399689,0.027305417,744,1591,7.5751606,0.099786912,0.257206781,-0.150635214,0.570655114,-0.133333333,0.517557997,0.149311135,0.5,1.260334839,0.390549355,1.272727273,17.23297645,64.59310359,1005,323,100,0,432,146,73,251,5,0.430406852,0.138329764,0.042826552,0,0.185010707,0.062526767,0.031263383,0.107494647,0.002141328,0.68137045,0.31862955,MOAB,TOP,1000S_MOAB,Deserts & Xeric Shrublands,38.24742,-109.3883,1.007,,,,,,,,,,,,,,,,,,0.0014,0.0023,0.0015,0.0024,0.03,0.06,0.03,0.03,0.0032,0.0034,0.06,0.03,8.57,,34.5,,,13,68.7,16.2,15.2,0.037329554,0.004597641,0.00155404,0.000738372,2.403526384,9.272131754,0.049423543,0.00763553,0.087673256,0.011461705,0.001709644,0.000369619,0.001187684,0.000407355,0.000987063,0.0002134,0.00068571,0.000235187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
NOGP_BTM,2571,0.038886951,0.032753403,893,1678,9.937767406,0.121385516,0.350763948,0.09811952,0.579263382,0.2,0.547214507,0.146350772,0.555555556,1.079819824,0.382766475,1,18.40373396,57.50359367,1080,669,66,17,264,87,30,350,8,0.420070012,0.260210035,0.025670945,0.006612213,0.102683781,0.033838973,0.011668611,0.1361338,0.00311163,0.652664333,0.347335667,NOGP,BTM,1000S_NOGP,"Temperate Grasslands, Savannas & Shrublands",46.770404,-100.913635,1.202,,,,,,,,,,,,,,,,,,0.0008,0.0016,0.0007,0.0014,0.03,0.06,0.03,0.03,0.0011,0.0008,0.06,0.03,6.88,,22.1,,,67.3,28.8,40.1,31.2,0.101003117,0.010202917,0.002440615,0.000354353,1.395095241,2.005172271,0.071914975,0.001868622,0.105838143,0.00910894,0.010382039,0.000919601,0.052562637,0.000809196,0.005994073,0.000530932,0.030347053,0.00046719,,0.0381,97.64,838232,175706,27199,5542,1327,523,42,2,0,0,1,0,0.047327,39.88952,0.07888,0.059622,0.003926,0.032005,23.36,1.98,11104.93,168273.7,1.61,5807.907,96733.76,1.6,1541.526,16392.87,1.81,Temp_Grasslands
